STATE,STATENAME,ST_CASE,VE_FORMS,VEH_NO,PER_NO,STR_VEH,COUNTY,DAY,DAYNAME,MONTH,MONTHNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,SCH_BUS,SCH_BUSNAME,MAKE,MAKENAME,MAK_MOD,BODY_TYP,BODY_TYPNAME,MOD_YEAR,MOD_YEARNAME,TOW_VEH,TOW_VEHNAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,ROLLOVER,ROLLOVERNAME,IMPACT1,IMPACT1NAME,FIRE_EXP,FIRE_EXPNAME,AGE,AGENAME,SEX,SEXNAME,PER_TYP,PER_TYPNAME,INJ_SEV,INJ_SEVNAME,SEAT_POS,SEAT_POSNAME,REST_USE,REST_USENAME,REST_MIS,REST_MISNAME,AIR_BAG,AIR_BAGNAME,EJECTION,EJECTIONNAME,EJ_PATH,EJ_PATHNAME,EXTRICAT,EXTRICATNAME,DRINKING,DRINKINGNAME,ALC_DET,ALC_DETNAME,ALC_STATUS,ALC_STATUSNAME,ATST_TYP,ATST_TYPNAME,ALC_RES,ALC_RESNAME,DRUGS,DRUGSNAME,DRUG_DET,DRUG_DETNAME,DSTATUS,DSTATUSNAME,DRUGTST1,DRUGTST1NAME,DRUGTST2,DRUGTST2NAME,DRUGTST3,DRUGTST3NAME,DRUGRES1,DRUGRES1NAME,DRUGRES2,DRUGRES2NAME,DRUGRES3,DRUGRES3NAME,HOSPITAL,HOSPITALNAME,DOA,DOANAME,DEATH_DA,DEATH_DANAME,DEATH_MO,DEATH_MONAME,DEATH_YR,DEATH_YRNAME,DEATH_HR,DEATH_HRNAME,DEATH_MN,DEATH_MNNAME,DEATH_TM,DEATH_TMNAME,LAG_HRS,LAG_HRSNAME,LAG_MINS,LAG_MINSNAME,P_SF1,P_SF1NAME,P_SF2,P_SF2NAME,P_SF3,P_SF3NAME,WORK_INJ,WORK_INJNAME,HISPANIC,HISPANICNAME,RACE,RACENAME,LOCATION,LOCATIONNAME
41,Oregon,410097,3,3,1,0,39,17,17,5,May,13,1:00pm-1:59pm,21,21,1,Rural,3,Principal Arterial - Other,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,12.0,Ford,Ford F-Series pickup,34.0,Light Pickup,2005.0,2005,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,9.0,9 Clock Point,0.0,No or Not Reported,35,35 Years,2,Female,1,Driver of a Motor Vehicle In-Transport,1,Possible Injury (C),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,20,Not Deployed,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),9,Not Reported,9,UnKnown if Tested,99,Unknown if Tested,999,Unknown if Tested,0,No (drugs not involved),8,Not Reported,9,Unknown if Tested,9,Unknown if Tested,0,Test Not Given,0,Test Not Given,999,Unknown if Tested,0,Test Not Given,0,Test Not Given,5,EMS Ground,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410098,2,1,1,0,67,9,9,5,May,14,2:00pm-2:59pm,36,36,1,Rural,4,Minor Arterial,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,38.0,Isuzu,"Isuzu Medium/Heavy - COE, low entry",61.0,"Single-unit straight truck or Cab-Chassis (10,000 lbs. < GVWR < or = 19,500 lbs.)",2007.0,2007,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,29,29 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,4,Fatal Injury (K),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,98,Not Reported,0,Not Ejected,0,Ejection Path Not Applicable,1,Extricated,9,Unknown (Police Reported),9,Not Reported,2,Test Given,1,Blood,0,0.000 % BAC,9,Unknown,8,Not Reported,2,Test Given,1,Blood,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,0,Not Transported,7,Died at Scene,9,9,5,May,2017,2017,15,15:00-15:59,0,0,1500,1500,0,0,24,24,0,,0,,0,,1,Yes,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410098,2,2,1,0,67,9,9,5,May,14,2:00pm-2:59pm,36,36,1,Rural,4,Minor Arterial,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,82.0,Freightliner,Freightliner Medium/Heavy - CBE,66.0,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2012.0,2012,1.0,One Trailing Unit,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,51,51 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,2,Suspected Minor Injury (B),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,20,Not Deployed,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),9,Not Reported,2,Test Given,1,Blood,0,0.000 % BAC,0,No (drugs not involved),8,Not Reported,2,Test Given,2,Urine,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,5,EMS Ground,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410099,1,1,1,0,65,10,10,5,May,13,1:00pm-1:59pm,18,18,1,Rural,1,Interstate,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,37.0,Honda,Honda 450-749 cc,80.0,Two Wheel Motorcycle (excluding motor scooters),2006.0,2006,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,1.0,1 Clock Point,0.0,No or Not Reported,71,71 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,4,Fatal Injury (K),11,"Front Seat, Left Side",5,DOT-Compliant Motorcycle Helmet,0,No,20,Not Deployed,8,Not Applicable,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),5,Observed,2,Test Given,1,Blood,0,0.000 % BAC,0,No (drugs not involved),8,Not Reported,2,Test Given,1,Blood,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,5,EMS Ground,0,Not Applicable,10,10,5,May,2017,2017,14,14:00-14:59,5,5,1405,1405,0,0,47,47,0,,0,,0,,0,No,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410100,1,1,1,0,19,23,23,5,May,11,11:00am-11:59am,28,28,1,Rural,1,Interstate,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,87.0,Peterbilt,Peterbilt Medium/Heavy - Unknown engine location,66.0,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",1999.0,1999,1.0,One Trailing Unit,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,55,55 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,4,Fatal Injury (K),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,20,Not Deployed,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,9,Unknown (Police Reported),9,Not Reported,2,Test Given,1,Blood,0,0.000 % BAC,9,Unknown,8,Not Reported,2,Test Given,1,Blood,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,0,Not Transported,7,Died at Scene,23,23,5,May,2017,2017,11,11:00-11:59,36,36,1136,1136,0,0,8,8,0,,0,,0,,1,Yes,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410101,2,1,1,0,71,11,11,5,May,23,11:00pm-11:59pm,30,30,1,Rural,5,Major Collector,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,37.0,Honda,Honda Pilot,15.0,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2007.0,2007,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,56,56 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,4,Fatal Injury (K),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,1,Extricated,9,Unknown (Police Reported),9,Not Reported,2,Test Given,1,Blood,104,0.104 % BAC,9,Unknown,8,Not Reported,2,Test Given,1,Blood,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,0,Not Transported,7,Died at Scene,11,11,5,May,2017,2017,23,23:00-23:59,37,37,2337,2337,0,0,7,7,0,,0,,0,,0,No,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410101,2,2,1,0,71,11,11,5,May,23,11:00pm-11:59pm,30,30,1,Rural,5,Major Collector,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,84.0,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,63.0,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",2008.0,2008,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,28,28 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,1,Possible Injury (C),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,20,Not Deployed,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),5,Observed,9,UnKnown if Tested,99,Unknown if Tested,999,Unknown if Tested,0,No (drugs not involved),8,Not Reported,9,Unknown if Tested,9,Unknown if Tested,0,Test Not Given,0,Test Not Given,999,Unknown if Tested,0,Test Not Given,0,Test Not Given,0,Not Transported,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410101,2,2,2,0,71,11,11,5,May,23,11:00pm-11:59pm,30,30,1,Rural,5,Major Collector,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,84.0,International Harvester/Navistar,International Harvester/Navistar Medium/Heavy - CBE,63.0,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",2008.0,2008,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,28,28 Years,1,Male,2,Passenger of a Motor Vehicle In-Transport,1,Possible Injury (C),13,"Front Seat, Right Side",3,Shoulder and Lap Belt Used,0,No,98,Not Reported,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),9,Not Reported,0,Test Not Given,0,Test Not Given,996,Test Not Given,0,No (drugs not involved),8,Not Reported,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Not Transported,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410102,1,1,1,0,5,23,23,4,April,2,2:00am-2:59am,37,37,2,Urban,1,Interstate,43,Other Fixed Object,0,Not a Collision with Motor Vehicle In-Transport,0,No,49.0,Toyota,Toyota Solara,2.0,"2-door sedan,hardtop,coupe",2006.0,2006,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,1.0,"Rollover, Tripped by Object/Vehicle",12.0,12 Clock Point,0.0,No or Not Reported,28,28 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,4,Fatal Injury (K),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,20,Not Deployed,0,Not Ejected,0,Ejection Path Not Applicable,1,Extricated,1,Yes (Alcohol Involved),9,Not Reported,2,Test Given,1,Blood,176,0.176 % BAC,8,Not Reported,8,Not Reported,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,1,EMS Air,0,Not Applicable,28,28,4,April,2017,2017,19,19:00-19:59,19,19,1919,1919,136,136,42,42,0,,0,,0,,0,No,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410103,1,0,1,1,51,12,12,5,May,16,4:00pm-4:59pm,46,46,2,Urban,3,Principal Arterial - Other,15,Non-Motorist on Personal Conveyance,0,Not a Collision with Motor Vehicle In-Transport,0,No,,,,,,,,,,,,,,,,,,,,49,49 Years,1,Male,8,Person on Personal Conveyances,4,Fatal Injury (K),0,Not a Motor Vehicle Occupant,96,Not a Motor Vehicle Occupant,8,Not a Motor Vehicle Occupant,97,Not a Motor Vehicle Occupant,8,Not Applicable,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,9,Unknown (Police Reported),9,Not Reported,2,Test Given,1,Blood,0,0.000 % BAC,9,Unknown,8,Not Reported,2,Test Given,1,Blood,1,Blood,1,Blood,401,AMPHETAMINE,417,METHAMPHETAMINE,695,"""Cannabinoid, Type Unknown""",5,EMS Ground,0,Not Applicable,12,12,5,May,2017,2017,17,17:00-17:59,2,2,1702,1702,0,0,16,16,0,,0,,0,,0,No,7,Non-Hispanic,1,White,11,"Not at Intersection - On Roadway, Not in Marked Crosswalk"
41,Oregon,410103,1,1,1,0,51,12,12,5,May,16,4:00pm-4:59pm,46,46,2,Urban,3,Principal Arterial - Other,15,Non-Motorist on Personal Conveyance,0,Not a Collision with Motor Vehicle In-Transport,0,No,2.0,Jeep / Kaiser-Jeep / Willys- Jeep,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),14.0,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2002.0,2002,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,27,27 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,0,No Apparent Injury (O),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,98,Not Reported,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),9,Not Reported,0,Test Not Given,0,Test Not Given,996,Test Not Given,0,No (drugs not involved),8,Not Reported,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Not Transported,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410104,2,1,1,0,67,19,19,5,May,11,11:00am-11:59am,41,41,1,Rural,4,Minor Arterial,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,49.0,Toyota,Toyota RAV4 *,14.0,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2008.0,2008,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,80,80 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,4,Fatal Injury (K),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,1,Extricated,9,Unknown (Police Reported),9,Not Reported,2,Test Given,1,Blood,0,0.000 % BAC,9,Unknown,8,Not Reported,2,Test Given,1,Blood,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,0,Not Transported,7,Died at Scene,19,19,5,May,2017,2017,11,11:00-11:59,56,56,1156,1156,0,0,15,15,0,,0,,0,,0,No,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410104,2,2,1,0,67,19,19,5,May,11,11:00am-11:59am,41,41,1,Rural,4,Minor Arterial,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,20.0,Chevrolet,Chevrolet Motor Home,65.0,Medium/heavy truck based motorhome,2006.0,2006,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,46,46 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,0,No Apparent Injury (O),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),5,Observed,2,Test Given,1,Blood,0,0.000 % BAC,0,No (drugs not involved),8,Not Reported,2,Test Given,2,Urine,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,0,Not Transported,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410105,2,1,1,0,51,20,20,5,May,19,7:00pm-7:59pm,3,3,2,Urban,1,Interstate,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,20.0,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",34.0,Light Pickup,1996.0,1996,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,6.0,6 Clock Point,1.0,Yes,67,67 Years,2,Female,1,Driver of a Motor Vehicle In-Transport,3,Suspected Serious Injury (A),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,98,Not Reported,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,9,Unknown (Police Reported),9,Not Reported,0,Test Not Given,0,Test Not Given,996,Test Not Given,9,Unknown,8,Not Reported,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,5,EMS Ground,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410105,2,1,2,0,51,20,20,5,May,19,7:00pm-7:59pm,3,3,2,Urban,1,Interstate,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,20.0,Chevrolet,"Chevrolet C, K, R, V-series pickup/Silverado",34.0,Light Pickup,1996.0,1996,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,6.0,6 Clock Point,1.0,Yes,60,60 Years,1,Male,2,Passenger of a Motor Vehicle In-Transport,4,Fatal Injury (K),13,"Front Seat, Right Side",3,Shoulder and Lap Belt Used,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,9,Unknown (Police Reported),9,Not Reported,2,Test Given,1,Blood,157,0.157 % BAC,9,Unknown,8,Not Reported,2,Test Given,1,Blood,0,Test Not Given,0,Test Not Given,1,"Tested, No Drugs Found/Negative",0,Test Not Given,0,Test Not Given,0,Not Transported,7,Died at Scene,21,21,5,May,2017,2017,19,19:00-19:59,0,0,1900,1900,23,23,57,57,0,,0,,0,,0,No,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410105,2,2,1,0,51,20,20,5,May,19,7:00pm-7:59pm,3,3,2,Urban,1,Interstate,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,7.0,Dodge,Dodge Caravan/Grand Caravan,20.0,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2012.0,2012,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,1.0,Yes,75,75 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,3,Suspected Serious Injury (A),11,"Front Seat, Left Side",20,None Used / Not Applicable,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,9,Unknown (Police Reported),9,Not Reported,0,Test Not Given,0,Test Not Given,996,Test Not Given,9,Unknown,8,Not Reported,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,5,EMS Ground,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410106,3,1,1,0,47,20,20,5,May,7,7:00am-7:59am,6,6,2,Urban,3,Principal Arterial - Other,12,Motor Vehicle In-Transport,6,Angle,0,No,37.0,Honda,Honda Accord,4.0,"4-door sedan, hardtop",1997.0,1997,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,3.0,3 Clock Point,0.0,No or Not Reported,51,51 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,1,Possible Injury (C),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,98,Not Reported,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),5,Observed,0,Test Not Given,0,Test Not Given,996,Test Not Given,0,No (drugs not involved),8,Not Reported,2,Test Given,2,Urine,2,Urine,2,Urine,417,METHAMPHETAMINE,155,HYDROCODONE,189,OXYCODONE,5,EMS Ground,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410106,3,1,2,0,47,20,20,5,May,7,7:00am-7:59am,6,6,2,Urban,3,Principal Arterial - Other,12,Motor Vehicle In-Transport,6,Angle,0,No,37.0,Honda,Honda Accord,4.0,"4-door sedan, hardtop",1997.0,1997,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,3.0,3 Clock Point,0.0,No or Not Reported,32,32 Years,1,Male,2,Passenger of a Motor Vehicle In-Transport,4,Fatal Injury (K),13,"Front Seat, Right Side",3,Shoulder and Lap Belt Used,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,1,Extricated,0,No (Alcohol Not Involved),9,Not Reported,2,Test Given,1,Blood,0,0.000 % BAC,0,No (drugs not involved),8,Not Reported,2,Test Given,3,Both: Blood and Urine Tests,3,Both: Blood and Urine Tests,0,Test Not Given,401,AMPHETAMINE,417,METHAMPHETAMINE,0,Test Not Given,0,Not Transported,7,Died at Scene,20,20,5,May,2017,2017,7,7:00-7:59,18,18,718,718,0,0,12,12,0,,0,,0,,0,No,7,Non-Hispanic,1,White,0,Occupant of a Motor Vehicle
41,Oregon,410106,3,2,1,0,47,20,20,5,May,7,7:00am-7:59am,6,6,2,Urban,3,Principal Arterial - Other,12,Motor Vehicle In-Transport,6,Angle,0,No,7.0,Dodge,Dodge Ram Pickup,34.0,Light Pickup,2015.0,2015,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,49,49 Years,1,Male,1,Driver of a Motor Vehicle In-Transport,1,Possible Injury (C),11,"Front Seat, Left Side",3,Shoulder and Lap Belt Used,0,No,98,Not Reported,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),5,Observed,9,UnKnown if Tested,99,Unknown if Tested,999,Unknown if Tested,0,No (drugs not involved),8,Not Reported,9,Unknown if Tested,9,Unknown if Tested,0,Test Not Given,0,Test Not Given,999,Unknown if Tested,0,Test Not Given,0,Test Not Given,0,Not Transported,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
41,Oregon,410106,3,2,2,0,47,20,20,5,May,7,7:00am-7:59am,6,6,2,Urban,3,Principal Arterial - Other,12,Motor Vehicle In-Transport,6,Angle,0,No,7.0,Dodge,Dodge Ram Pickup,34.0,Light Pickup,2015.0,2015,0.0,No Trailing Units,0.0,No Special Use,0.0,Not Applicable,0.0,No Rollover,12.0,12 Clock Point,0.0,No or Not Reported,49,49 Years,2,Female,2,Passenger of a Motor Vehicle In-Transport,1,Possible Injury (C),13,"Front Seat, Right Side",3,Shoulder and Lap Belt Used,0,No,9,Deployment- Unknown Location,0,Not Ejected,0,Ejection Path Not Applicable,0,Not Extricated or Not Applicable,0,No (Alcohol Not Involved),9,Not Reported,0,Test Not Given,0,Test Not Given,996,Test Not Given,0,No (drugs not involved),8,Not Reported,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Test Not Given,0,Not Transported,0,Not Applicable,88,Not Applicable (Non-Fatal),88,Not Applicable (Non-Fatal),8888,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),88,Not Applicable (Non-fatal),8888,Not Applicable (Non-fatal),999,Unknown,99,Unknown,0,,0,,0,,8,Not Applicable (not a fatality),0,Not A Fatality (not Applicable),0,Not a Fatality (not Applicable),0,Occupant of a Motor Vehicle
